Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
05/19/2022,85.52,85.52,83.51,85.52,1.46,+1.74%,779111,1712368
05/18/2022,84.06,86.58,84.06,84.06,-2.,-2.32%,790137,1721970
05/17/2022,86.06,87.1,86.05,86.06,-0.84,-0.97%,739740,1730665
05/16/2022,86.9,86.98,85.55,86.9,0.47,+0.54%,725075,1765892
05/13/2022,86.43,86.43,86.43,86.43,1.43,+1.68%,610648,1752279
05/12/2022,85.01,85.01,84.06,85,-0.44,-0.51%,794110,1737758
05/11/2022,85.44,85.44,85.44,85.44,3.88,+4.76%,889954,1736669
05/10/2022,81.56,83.48,81.56,81.56,-1.27,-1.53%,890471,1736594
05/09/2022,82.83,82.83,82.57,82.83,-3.49,-4.04%,839167,1734325
05/06/2022,86.32,86.32,85.38,86.32,0.58,+0.68%,678952,1742290
05/05/2022,85.74,86.62,85.19,85.74,0.28,+0.33%,665513,1798557
05/04/2022,85.46,85.46,85.46,85.46,2.92,+3.54%,594515,1747914
05/03/2022,82.54,82.54,82.51,82.54,-0.49,-0.59%,568409,1751564
05/02/2022,83.03,83.18,81.64,83.03,0.58,+0.70%,605484,1758210
04/29/2022,82.45,83.85,82.45,82.45,-0.76,-0.91%,658361,1752306
04/28/2022,83.21,83.21,82.16,83.21,0.23,+0.28%,701841,1751739
04/27/2022,82.98,83.07,82.52,82.98,0.01,+0.01%,544574,1742759
04/26/2022,82.97,83.39,82.97,82.97,0.89,+1.08%,685031,1733586
04/25/2022,82.08,82.08,80.77,82.08,-1.76,-2.10%,647830,1728613
04/22/2022,83.84,83.84,83.57,83.84,-2.09,-2.43%,440249,1729425
04/21/2022,85.93,86.16,85.93,85.93,1.41,+1.67%,551943,1727970
04/20/2022,85,85.27,84.52,84.52,0.45,+0.54%,586212,1733387
04/19/2022,84.07,84.07,84.07,84.07,-3.81,-4.34%,729401,1740300
04/18/2022,88.12,88.35,87.5,87.88,-0.38,-0.43%,461191,1756157
04/14/2022,88.26,88.26,87.13,88.26,0.24,+0.27%,664935,1762779
04/13/2022,88.02,88.02,88.02,88.02,1.65,+1.91%,863496,1775320
04/12/2022,86.37,86.37,86.37,86.37,2.21,+2.63%,878974,1783725
04/11/2022,84.16,84.16,83.74,84.16,-1.61,-1.88%,824381,1788190
04/08/2022,85.77,85.77,84.55,85.77,1.01,+1.19%,711841,1802330
04/07/2022,84.76,84.76,83.78,84.76,0.92,+1.10%,941077,1824078
04/06/2022,83.84,86.25,83.84,83.84,-2.05,-2.39%,945219,1839132
04/05/2022,87.06,87.09,85.6,85.89,-0.83,-0.96%,646086,1823366
04/04/2022,86.8,86.8,86.72,86.72,2.09,+2.47%,719550,1803467
04/01/2022,84.63,84.63,84.63,84.63,2.54,+3.09%,852537,1791481
03/31/2022,82.09,83.56,81.6,82.09,-0.9,-1.08%,1147465,1805276
03/30/2022,82.99,82.99,82.99,82.99,2.13,+2.63%,594337,1806727
03/29/2022,80.86,81.12,78.37,80.86,0.07,+0.09%,813338,1795929
03/28/2022,80.79,80.79,79.55,80.79,-3.28,-3.90%,770776,1797764
03/25/2022,83.44,84.07,81.52,84.07,1.21,+1.46%,673363,1798893
03/24/2022,82.86,82.86,82.86,82.86,-2.06,-2.43%,640914,1794775
03/23/2022,84.92,84.92,84.92,84.92,1.87,+2.25%,692393,1785090
03/22/2022,83.05,83.72,82.75,83.05,-0.56,-0.67%,641338,1785352
03/21/2022,83.61,83.61,83.61,83.61,2.76,+3.41%,647851,1791376
03/18/2022,80.85,80.85,80.27,80.85,0.54,+0.67%,489955,1793331
03/17/2022,80.31,80.31,80.31,80.31,4.11,+5.39%,766617,1797129
03/16/2022,76.2,77.95,76.2,76.2,-1.16,-1.50%,743445,1828830
03/15/2022,77.36,77.36,76.27,77.36,-1.18,-1.50%,1088880,1850794
03/14/2022,78.54,78.54,78.54,78.54,-2.96,-3.63%,881671,1860422
03/11/2022,81.5,81.5,78.68,81.5,2.71,+3.44%,920851,1875698
03/10/2022,78.79,80.49,77.74,78.79,0.97,+1.25%,1277248,1880554
03/09/2022,77.82,85.82,75.73,77.82,-7.,-8.25%,1593511,1872172
03/08/2022,84.82,87.87,83.06,84.82,-1.75,-2.02%,1407925,1896974
03/07/2022,86.57,86.64,85.14,86.57,0.47,+0.55%,1344395,1895097
03/04/2022,86.1,86.1,86.1,86.1,5.11,+6.31%,1252438,1929152
